transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,payment_method,shipping_cost,tax_amount,order_status,return_flag
TXN_00001507,CUST_001310,PROD_00001,2025-04-18,6,423.7,2553.39,0.07,Credit Card,0.0,189.14,Shipped,True
TXN_00001508,CUST_000037,PROD_00639,2023-10-21,3,333.71,1048.79,0.03,Credit Card,0.0,77.69,Completed,False
TXN_00001509,CUST_000086,PROD_00329,2023-11-27,1,284.42,239.6,0.22,PayPal,0.0,17.75,Completed,False
TXN_00001510,CUST_000664,PROD_00541,2024-04-25,2,71.26,116.99,0.24,PayPal,0.0,8.67,Completed,False
TXN_00001511,CUST_000999,PROD_00505,2025-05-04,8,249.95,1554.89,0.28,Credit Card,0.0,115.18,Pending,False
TXN_00001512,CUST_000198,PROD_00764,2024-11-19,5,456.29,2069.73,0.16,PayPal,0.0,153.31,Completed,False
TXN_00001513,CUST_000364,PROD_00192,2023-11-25,4,289.92,1077.11,0.14,PayPal,0.0,79.79,Pending,False
TXN_00001514,CUST_000796,PROD_00746,2023-09-21,1,316.97,338.9,0.01,Credit Card,0.0,25.1,Completed,False
TXN_00001515,CUST_000532,PROD_00623,2023-08-04,4,466.75,1673.58,0.17,Credit Card,0.0,123.97,Completed,False
TXN_00001516,CUST_000436,PROD_00826,2024-03-25,8,372.81,2319.18,0.28,Debit Card,0.0,171.79,Pending,False
TXN_00001517,CUST_001364,PROD_00622,2025-01-07,6,488.43,3101.73,0.02,Debit Card,0.0,229.76,Completed,False
TXN_00001518,CUST_000167,PROD_00822,2023-10-28,7,304.47,2232.74,0.03,Debit Card,0.0,165.39,Completed,False
TXN_00001519,CUST_001210,PROD_00448,2024-10-21,9,387.52,2862.69,0.24,Debit Card,0.0,212.05,Completed,False
TXN_00001520,CUST_000441,PROD_00299,2025-04-08,7,209.53,1536.53,0.03,Credit Card,0.0,113.82,Completed,False
TXN_00001521,CUST_001112,PROD_00384,2024-11-19,3,461.84,1346.73,0.1,Bank Transfer,0.0,99.76,Completed,False
TXN_00001522,CUST_000882,PROD_00654,2023-11-16,6,288.61,1795.38,0.04,Credit Card,0.0,132.99,Shipped,False
TXN_00001523,CUST_001035,PROD_00631,2024-03-18,9,109.49,989.74,0.07,Debit Card,0.0,73.31,Completed,False
TXN_00001524,CUST_000270,PROD_00421,2023-12-23,3,112.89,358.45,0.02,Debit Card,0.0,26.55,Completed,False
TXN_00001525,CUST_000078,PROD_00399,2025-06-01,5,359.54,1650.28,0.15,Debit Card,0.0,122.24,Completed,False
TXN_00001526,CUST_000989,PROD_00385,2024-08-11,1,267.96,260.45,0.1,Credit Card,0.0,19.29,Completed,False
TXN_00001527,CUST_000441,PROD_00055,2024-12-11,8,248.2,1694.11,0.21,Credit Card,0.0,125.49,Completed,False
TXN_00001528,CUST_001074,PROD_00841,2024-11-30,4,118.19,459.52,0.1,Credit Card,0.0,34.04,Completed,False
TXN_00001529,CUST_001480,PROD_00318,2024-08-29,5,164.9,632.22,0.29,Credit Card,0.0,46.83,Pending,False
TXN_00001530,CUST_001223,PROD_00021,2025-03-22,8,25.37,203.85,0.07,PayPal,0.0,15.1,Shipped,False
TXN_00001531,CUST_001029,PROD_00454,2025-02-01,6,353.42,1855.03,0.19,Credit Card,0.0,137.41,Completed,False
TXN_00001532,CUST_000898,PROD_00904,2024-10-14,2,395.47,726.08,0.15,PayPal,0.0,53.78,Completed,False
TXN_00001533,CUST_000823,PROD_00118,2024-05-22,8,281.57,2165.16,0.11,Credit Card,0.0,160.38,Completed,False
TXN_00001534,CUST_000249,PROD_00821,2024-07-18,9,28.36,267.39,0.03,Credit Card,0.0,19.81,Completed,False
TXN_00001535,CUST_000836,PROD_00929,2024-08-15,1,456.44,492.96,0.0,Credit Card,0.0,36.52,Pending,False
TXN_00001536,CUST_001102,PROD_00707,2024-08-27,8,229.14,1623.41,0.18,Credit Card,0.0,120.25,Pending,True
TXN_00001537,CUST_000702,PROD_00386,2024-02-08,6,46.72,227.06,0.25,Credit Card,0.0,16.82,Pending,False
TXN_00001538,CUST_000845,PROD_00342,2024-08-07,2,487.59,926.81,0.12,Credit Card,0.0,68.65,Pending,False
TXN_00001539,CUST_000424,PROD_00536,2024-04-27,8,471.78,3953.89,0.03,Bank Transfer,0.0,292.88,Pending,False
TXN_00001540,CUST_001077,PROD_00076,2024-10-03,6,448.1,2206.81,0.24,PayPal,0.0,163.47,Shipped,False
TXN_00001541,CUST_000235,PROD_00377,2023-07-18,4,149.74,562.79,0.13,PayPal,0.0,41.69,Completed,False
TXN_00001542,CUST_001013,PROD_00286,2024-10-19,5,21.88,102.79,0.13,Credit Card,0.0,7.61,Completed,False
TXN_00001543,CUST_000155,PROD_00174,2024-11-11,6,151.91,925.31,0.06,Credit Card,0.0,68.54,Completed,False
TXN_00001544,CUST_000775,PROD_00540,2024-04-16,2,24.45,57.09,0.29,Debit Card,19.59,2.78,Completed,False
TXN_00001545,CUST_000960,PROD_00592,2024-06-28,6,125.47,699.22,0.14,Credit Card,0.0,51.79,Cancelled,False
TXN_00001546,CUST_000337,PROD_00167,2024-08-25,6,175.29,1101.81,0.03,Credit Card,0.0,81.62,Shipped,False
TXN_00001547,CUST_000275,PROD_00687,2023-09-19,8,93.66,712.12,0.12,Credit Card,0.0,52.75,Shipped,False
TXN_00001548,CUST_000537,PROD_00175,2024-02-22,3,146.49,474.63,0.0,Credit Card,0.0,35.16,Cancelled,False
TXN_00001549,CUST_000749,PROD_00679,2024-05-11,4,336.09,1393.84,0.04,PayPal,0.0,103.25,Completed,False
TXN_00001550,CUST_001314,PROD_00672,2025-07-01,7,130.58,977.31,0.01,Credit Card,0.0,72.39,Completed,False
TXN_00001551,CUST_000819,PROD_00660,2023-10-20,4,42.52,146.95,0.2,Credit Card,0.0,10.89,Completed,False
TXN_00001552,CUST_000591,PROD_00277,2023-12-30,4,243.2,851.01,0.19,Credit Card,0.0,63.04,Completed,False
TXN_00001553,CUST_000537,PROD_00735,2024-05-25,2,206.4,432.45,0.03,Debit Card,0.0,32.03,Completed,False
TXN_00001554,CUST_001016,PROD_00092,2024-05-14,6,101.8,626.68,0.05,Debit Card,0.0,46.42,Completed,False
TXN_00001555,CUST_001392,PROD_00031,2024-09-20,6,487.24,2241.69,0.29,PayPal,0.0,166.05,Completed,False
TXN_00001556,CUST_001250,PROD_00369,2024-10-07,8,205.61,1332.35,0.25,Debit Card,0.0,98.69,Completed,False
TXN_00001557,CUST_000704,PROD_00278,2023-10-04,2,485.15,890.74,0.15,Debit Card,0.0,65.98,Shipped,False
TXN_00001558,CUST_000667,PROD_00746,2025-04-10,3,300.19,914.26,0.06,Credit Card,0.0,67.72,Completed,False
TXN_00001559,CUST_000234,PROD_00025,2023-10-23,2,462.74,969.54,0.03,Debit Card,0.0,71.82,Completed,False
TXN_00001560,CUST_000213,PROD_00917,2023-07-25,4,225.26,690.92,0.29,Credit Card,0.0,51.18,Completed,False
TXN_00001561,CUST_001173,PROD_00919,2024-10-29,8,414.94,2545.41,0.29,Debit Card,0.0,188.55,Completed,False
TXN_00001562,CUST_000111,PROD_00770,2025-01-14,8,49.68,386.32,0.1,Credit Card,0.0,28.62,Shipped,False
TXN_00001563,CUST_000191,PROD_00032,2024-10-06,3,300.13,826.56,0.15,Debit Card,0.0,61.23,Cancelled,False
TXN_00001564,CUST_001018,PROD_00311,2023-08-11,5,346.78,1554.27,0.17,Credit Card,0.0,115.13,Completed,False
TXN_00001565,CUST_000464,PROD_00436,2024-09-06,5,352.69,1390.31,0.27,Credit Card,0.0,102.99,Completed,False
TXN_00001566,CUST_000021,PROD_00467,2024-06-02,8,486.71,3490.29,0.17,Credit Card,0.0,258.54,Completed,False
TXN_00001567,CUST_001373,PROD_00039,2025-02-02,1,59.08,49.11,0.26,PayPal,1.89,3.5,Completed,False
TXN_00001568,CUST_001459,PROD_00012,2025-03-29,5,462.31,2221.86,0.11,Credit Card,0.0,164.58,Completed,False
TXN_00001569,CUST_000095,PROD_00104,2023-12-01,7,367.39,2666.37,0.04,Credit Card,0.0,197.51,Completed,False
TXN_00001570,CUST_000923,PROD_00843,2024-04-12,8,53.52,365.31,0.21,Credit Card,0.0,27.06,Completed,False
TXN_00001571,CUST_000964,PROD_00518,2024-09-12,1,478.66,511.78,0.01,Debit Card,0.0,37.91,Completed,False
TXN_00001572,CUST_000586,PROD_00830,2025-01-20,8,161.02,1321.65,0.05,PayPal,0.0,97.9,Completed,False
TXN_00001573,CUST_000804,PROD_00487,2024-05-08,1,239.47,183.62,0.29,PayPal,0.0,13.6,Completed,False
TXN_00001574,CUST_000224,PROD_00814,2024-05-14,5,46.0,201.2,0.19,Debit Card,0.0,14.9,Completed,False
TXN_00001575,CUST_000284,PROD_00668,2024-10-11,3,297.14,731.68,0.24,Debit Card,0.0,54.2,Completed,False
TXN_00001576,CUST_000581,PROD_00021,2025-04-07,7,441.91,2572.44,0.23,Credit Card,0.0,190.55,Completed,False
TXN_00001577,CUST_001253,PROD_00211,2025-03-09,1,49.13,51.84,0.24,PayPal,11.51,2.99,Completed,True
TXN_00001578,CUST_001274,PROD_00684,2024-10-03,7,401.69,2520.53,0.17,Credit Card,0.0,186.71,Completed,False
TXN_00001579,CUST_000708,PROD_00930,2023-09-16,5,166.76,684.39,0.24,Credit Card,0.0,50.7,Completed,False
TXN_00001580,CUST_001197,PROD_00380,2024-01-18,4,458.82,1764.07,0.11,PayPal,0.0,130.67,Completed,False
TXN_00001581,CUST_000890,PROD_00117,2025-02-06,9,196.15,1487.13,0.22,Credit Card,0.0,110.16,Completed,False
TXN_00001582,CUST_001479,PROD_00085,2024-11-09,6,368.05,1812.57,0.24,PayPal,0.0,134.26,Pending,False
TXN_00001583,CUST_000792,PROD_00492,2025-04-17,6,470.21,2772.74,0.09,PayPal,0.0,205.39,Pending,False
TXN_00001584,CUST_000027,PROD_00255,2025-07-03,3,464.9,1370.71,0.09,Credit Card,0.0,101.53,Completed,False
TXN_00001585,CUST_000609,PROD_00705,2023-07-07,2,294.05,558.93,0.12,Bank Transfer,0.0,41.4,Completed,False
TXN_00001586,CUST_000379,PROD_00624,2024-11-13,8,108.6,731.87,0.22,Credit Card,0.0,54.21,Completed,False
TXN_00001587,CUST_000028,PROD_00832,2024-10-12,1,288.9,283.93,0.09,Credit Card,0.0,21.03,Completed,True
TXN_00001588,CUST_000718,PROD_00634,2024-06-30,3,339.78,1023.83,0.07,PayPal,0.0,75.84,Pending,False
TXN_00001589,CUST_000063,PROD_00287,2023-12-27,2,198.21,393.89,0.08,Credit Card,0.0,29.18,Completed,False
TXN_00001590,CUST_000917,PROD_00246,2024-02-27,9,11.91,85.67,0.26,Credit Card,0.0,6.35,Pending,False
TXN_00001591,CUST_000609,PROD_00918,2025-06-19,9,477.37,4315.24,0.07,PayPal,0.0,319.65,Completed,False
TXN_00001592,CUST_000227,PROD_00028,2024-02-07,2,446.71,800.86,0.17,PayPal,0.0,59.32,Pending,False
TXN_00001593,CUST_000686,PROD_00094,2023-10-09,1,36.62,55.53,0.15,Credit Card,21.91,2.49,Completed,False
TXN_00001594,CUST_001220,PROD_00831,2025-04-29,8,398.85,2756.85,0.2,Credit Card,0.0,204.21,Shipped,False
TXN_00001595,CUST_001208,PROD_00415,2025-05-31,6,452.83,2318.12,0.21,PayPal,0.0,171.71,Completed,False
TXN_00001596,CUST_001416,PROD_00963,2023-07-26,6,229.65,1220.27,0.18,Credit Card,0.0,90.39,Cancelled,False
TXN_00001597,CUST_000903,PROD_00426,2023-07-19,3,349.21,973.04,0.14,Debit Card,0.0,72.08,Completed,False
TXN_00001598,CUST_001294,PROD_00520,2023-07-22,4,478.95,1489.73,0.28,Credit Card,0.0,110.35,Completed,False
TXN_00001599,CUST_000274,PROD_00431,2025-02-24,5,185.82,802.74,0.2,Credit Card,0.0,59.46,Completed,False
TXN_00001600,CUST_000512,PROD_00328,2025-05-21,5,404.84,1858.22,0.15,Credit Card,0.0,137.65,Completed,False
TXN_00001601,CUST_000441,PROD_00978,2023-10-09,6,167.6,890.56,0.18,Credit Card,0.0,65.97,Completed,False
TXN_00001602,CUST_000800,PROD_00684,2023-08-07,1,226.5,215.27,0.12,Bank Transfer,0.0,15.95,Completed,False
TXN_00001603,CUST_000254,PROD_00220,2025-05-12,7,107.25,778.38,0.04,PayPal,0.0,57.66,Completed,False
TXN_00001604,CUST_001312,PROD_00528,2023-08-24,5,420.43,1702.74,0.25,Debit Card,0.0,126.13,Completed,False
TXN_00001605,CUST_000045,PROD_00466,2023-07-24,4,30.91,120.18,0.1,Credit Card,0.0,8.9,Completed,False
TXN_00001606,CUST_000814,PROD_00004,2024-07-21,3,366.43,997.27,0.16,Debit Card,0.0,73.87,Completed,False
TXN_00001607,CUST_000999,PROD_00625,2024-01-15,2,92.68,170.16,0.15,Credit Card,0.0,12.6,Completed,False
TXN_00001608,CUST_001388,PROD_00691,2025-03-07,4,212.6,835.77,0.09,Debit Card,0.0,61.91,Completed,False
TXN_00001609,CUST_000537,PROD_00519,2024-09-08,2,269.09,482.43,0.17,Credit Card,0.0,35.74,Completed,False
TXN_00001610,CUST_001480,PROD_00441,2025-04-26,2,11.45,34.9,0.23,Debit Card,15.86,1.41,Completed,False
TXN_00001611,CUST_001435,PROD_00442,2024-05-14,4,472.03,1692.51,0.17,Credit Card,0.0,125.37,Pending,False
TXN_00001612,CUST_000557,PROD_00542,2024-08-04,1,110.96,99.47,0.17,Debit Card,0.0,7.37,Completed,False
TXN_00001613,CUST_001472,PROD_00906,2025-04-30,1,274.67,246.22,0.17,Debit Card,0.0,18.24,Completed,False
TXN_00001614,CUST_000884,PROD_00793,2025-02-13,5,45.55,245.97,0.0,Credit Card,0.0,18.22,Completed,False
TXN_00001615,CUST_000506,PROD_00071,2023-08-01,4,78.34,280.9,0.17,Credit Card,0.0,20.81,Completed,False
TXN_00001616,CUST_001019,PROD_00053,2025-05-12,7,117.8,650.12,0.27,PayPal,0.0,48.16,Completed,False
TXN_00001617,CUST_000663,PROD_00783,2024-04-24,5,10.97,69.09,0.2,PayPal,21.7,3.51,Cancelled,False
TXN_00001618,CUST_000858,PROD_00385,2024-01-11,1,236.62,181.44,0.29,Bank Transfer,0.0,13.44,Completed,True
TXN_00001619,CUST_000213,PROD_00044,2024-08-18,2,317.2,582.38,0.15,Credit Card,0.0,43.14,Completed,False
TXN_00001620,CUST_000130,PROD_00861,2024-05-02,1,445.01,346.04,0.28,Debit Card,0.0,25.63,Shipped,False
TXN_00001621,CUST_000703,PROD_00231,2023-12-31,6,158.53,862.91,0.16,Credit Card,0.0,63.92,Completed,False
TXN_00001622,CUST_000465,PROD_00598,2023-09-19,7,46.82,290.25,0.18,Debit Card,0.0,21.5,Shipped,False
TXN_00001623,CUST_000615,PROD_00580,2023-07-23,9,367.24,2819.97,0.21,PayPal,0.0,208.89,Completed,False
TXN_00001624,CUST_000712,PROD_00620,2024-11-26,2,22.15,64.85,0.02,Credit Card,17.97,3.47,Completed,False
TXN_00001625,CUST_000418,PROD_00551,2023-07-23,6,346.88,1618.4,0.28,PayPal,0.0,119.88,Completed,False
TXN_00001626,CUST_000872,PROD_00770,2024-07-01,3,186.71,459.76,0.24,Credit Card,0.0,34.06,Cancelled,False
TXN_00001627,CUST_000554,PROD_00134,2024-03-06,5,418.74,1876.79,0.17,Credit Card,0.0,139.02,Completed,False
TXN_00001628,CUST_000385,PROD_00907,2024-08-06,1,17.19,36.24,0.16,Credit Card,20.64,1.16,Completed,False
TXN_00001629,CUST_001119,PROD_00182,2025-04-11,9,97.56,701.73,0.26,Credit Card,0.0,51.98,Cancelled,False
TXN_00001630,CUST_000341,PROD_01000,2024-10-28,6,375.53,1800.74,0.26,Credit Card,0.0,133.39,Completed,False
TXN_00001631,CUST_000625,PROD_00034,2024-01-01,2,355.53,599.0,0.22,Credit Card,0.0,44.37,Pending,False
TXN_00001632,CUST_000607,PROD_00089,2025-04-26,8,447.14,3206.53,0.17,Credit Card,0.0,237.52,Cancelled,False
TXN_00001633,CUST_000815,PROD_00547,2023-08-08,9,187.76,1697.27,0.07,PayPal,0.0,125.72,Completed,False
TXN_00001634,CUST_000443,PROD_00996,2024-11-01,8,307.46,2550.19,0.04,PayPal,0.0,188.9,Completed,False
TXN_00001635,CUST_000607,PROD_00200,2024-11-23,5,342.81,1647.54,0.11,Debit Card,0.0,122.04,Shipped,False
TXN_00001636,CUST_001225,PROD_00192,2023-08-22,7,331.48,1829.37,0.27,Credit Card,0.0,135.51,Completed,True
TXN_00001637,CUST_000819,PROD_00367,2023-10-21,6,101.13,524.25,0.2,Bank Transfer,0.0,38.83,Shipped,False
TXN_00001638,CUST_001285,PROD_00412,2024-09-23,1,468.77,430.33,0.15,Credit Card,0.0,31.88,Completed,False
TXN_00001639,CUST_001084,PROD_00805,2025-03-17,4,246.97,1056.24,0.01,Credit Card,0.0,78.24,Shipped,False
TXN_00001640,CUST_000642,PROD_00167,2024-07-27,5,397.72,1761.1,0.18,Credit Card,0.0,130.45,Cancelled,False
TXN_00001641,CUST_000202,PROD_00442,2024-03-21,8,19.59,132.02,0.22,Credit Card,0.0,9.78,Completed,False
TXN_00001642,CUST_000884,PROD_00848,2025-06-17,6,293.78,1656.21,0.13,PayPal,0.0,122.68,Shipped,False
TXN_00001643,CUST_000993,PROD_00832,2024-05-13,3,464.73,1099.18,0.27,Credit Card,0.0,81.42,Completed,False
TXN_00001644,CUST_001030,PROD_00105,2023-09-12,4,90.91,349.53,0.11,Debit Card,0.0,25.89,Completed,False
TXN_00001645,CUST_000869,PROD_00644,2024-08-12,5,270.31,1328.3,0.09,PayPal,0.0,98.39,Completed,False
TXN_00001646,CUST_001233,PROD_00495,2025-05-06,3,415.67,1077.42,0.2,Debit Card,0.0,79.81,Completed,False
TXN_00001647,CUST_001209,PROD_00145,2024-05-21,2,103.06,198.13,0.11,Bank Transfer,0.0,14.68,Shipped,False
TXN_00001648,CUST_000618,PROD_00873,2025-01-31,6,404.8,1862.41,0.29,Credit Card,0.0,137.96,Completed,False
TXN_00001649,CUST_000644,PROD_00012,2025-06-01,4,137.7,535.38,0.1,Debit Card,0.0,39.66,Completed,False
TXN_00001650,CUST_000125,PROD_00300,2024-03-17,4,261.23,823.81,0.27,Debit Card,0.0,61.02,Completed,False
TXN_00001651,CUST_000731,PROD_00976,2024-02-13,9,411.68,3921.5,0.02,Bank Transfer,0.0,290.48,Completed,False
TXN_00001652,CUST_000855,PROD_00150,2025-03-31,2,15.1,34.11,0.04,Bank Transfer,2.8,2.32,Completed,False
TXN_00001653,CUST_000793,PROD_00482,2023-11-08,7,201.24,1156.25,0.24,Credit Card,0.0,85.65,Completed,False
TXN_00001654,CUST_001372,PROD_00686,2024-07-08,3,349.41,837.75,0.26,PayPal,0.0,62.06,Completed,False
TXN_00001655,CUST_000672,PROD_00775,2024-07-09,6,456.53,2396.24,0.19,Debit Card,0.0,177.5,Completed,False
TXN_00001656,CUST_000098,PROD_00771,2024-11-21,2,164.14,265.91,0.25,Bank Transfer,0.0,19.7,Shipped,False
TXN_00001657,CUST_001499,PROD_00388,2023-10-14,2,97.52,162.19,0.23,Credit Card,0.0,12.01,Completed,False
TXN_00001658,CUST_001441,PROD_00717,2023-11-17,9,282.79,2253.95,0.18,Bank Transfer,0.0,166.96,Completed,False
TXN_00001659,CUST_000868,PROD_00893,2025-03-08,6,384.21,2439.88,0.02,Bank Transfer,0.0,180.73,Shipped,True
TXN_00001660,CUST_000962,PROD_00655,2023-07-13,9,177.33,1534.04,0.11,Debit Card,0.0,113.63,Completed,True
TXN_00001661,CUST_000198,PROD_00519,2023-12-12,1,449.87,417.84,0.14,PayPal,0.0,30.95,Completed,False
TXN_00001662,CUST_001449,PROD_00717,2024-05-27,6,393.97,1991.28,0.22,PayPal,0.0,147.5,Completed,False
TXN_00001663,CUST_000547,PROD_00600,2023-11-23,6,195.2,1151.05,0.09,PayPal,0.0,85.26,Pending,False
TXN_00001664,CUST_000324,PROD_00333,2024-05-02,7,159.84,882.12,0.27,Debit Card,0.0,65.34,Completed,False
TXN_00001665,CUST_000059,PROD_00251,2024-11-20,3,124.57,302.7,0.25,Debit Card,0.0,22.42,Completed,False
TXN_00001666,CUST_001351,PROD_00480,2024-05-16,5,162.15,674.22,0.23,Credit Card,0.0,49.94,Completed,False
TXN_00001667,CUST_001138,PROD_00298,2024-09-23,8,79.09,574.0,0.16,Credit Card,0.0,42.52,Completed,False
TXN_00001668,CUST_000092,PROD_00550,2025-04-22,4,349.87,1103.35,0.27,Bank Transfer,0.0,81.73,Shipped,False
TXN_00001669,CUST_000029,PROD_00494,2025-01-24,9,94.98,766.26,0.17,Credit Card,0.0,56.76,Completed,True
TXN_00001670,CUST_000813,PROD_00889,2024-12-14,5,409.46,2100.52,0.05,Credit Card,0.0,155.59,Completed,True
TXN_00001671,CUST_001441,PROD_00929,2024-09-26,7,348.89,2373.85,0.1,Credit Card,0.0,175.84,Cancelled,False
TXN_00001672,CUST_000454,PROD_00735,2024-03-18,3,426.68,1161.25,0.16,Credit Card,0.0,86.02,Completed,False
TXN_00001673,CUST_000706,PROD_00420,2025-05-17,8,404.89,3323.33,0.05,PayPal,0.0,246.17,Completed,False
TXN_00001674,CUST_000254,PROD_00392,2023-10-23,2,394.79,716.31,0.16,Debit Card,0.0,53.06,Pending,False
TXN_00001675,CUST_000168,PROD_00091,2025-04-16,4,497.7,1827.55,0.15,Credit Card,0.0,135.37,Pending,False
TXN_00001676,CUST_001148,PROD_00996,2024-01-10,8,30.73,207.1,0.22,Bank Transfer,0.0,15.34,Shipped,False
TXN_00001677,CUST_000684,PROD_00103,2024-05-22,8,211.84,1775.39,0.03,Credit Card,0.0,131.51,Completed,False
TXN_00001678,CUST_001354,PROD_00835,2025-03-10,3,259.35,739.45,0.12,Debit Card,0.0,54.77,Completed,False
TXN_00001679,CUST_000180,PROD_00506,2023-08-10,3,418.01,1164.75,0.14,Debit Card,0.0,86.28,Pending,True
TXN_00001680,CUST_000308,PROD_00040,2025-04-09,1,329.19,255.98,0.28,Credit Card,0.0,18.96,Completed,False
TXN_00001681,CUST_001402,PROD_00872,2024-10-07,2,430.73,893.16,0.04,PayPal,0.0,66.16,Completed,False
TXN_00001682,CUST_000050,PROD_00609,2025-04-24,1,63.74,76.21,0.12,Debit Card,15.63,4.49,Shipped,False
TXN_00001683,CUST_000904,PROD_00595,2024-10-16,5,468.13,1946.48,0.23,Credit Card,0.0,144.18,Completed,False
TXN_00001684,CUST_000019,PROD_00446,2024-11-18,4,225.52,886.56,0.09,Credit Card,0.0,65.67,Shipped,False
TXN_00001685,CUST_000766,PROD_00931,2025-02-24,8,112.61,739.44,0.24,PayPal,0.0,54.77,Completed,True
TXN_00001686,CUST_000640,PROD_00738,2024-12-14,7,158.82,1092.61,0.09,Credit Card,0.0,80.93,Completed,False
TXN_00001687,CUST_000059,PROD_00978,2024-01-08,2,122.17,221.67,0.16,Debit Card,0.0,16.42,Completed,False
TXN_00001688,CUST_000139,PROD_00869,2023-07-30,6,153.55,945.26,0.05,Credit Card,0.0,70.02,Completed,False
TXN_00001689,CUST_000928,PROD_00284,2024-12-22,5,86.78,412.38,0.12,Credit Card,0.0,30.55,Completed,False
TXN_00001690,CUST_001213,PROD_00090,2024-08-31,7,22.03,133.24,0.2,Credit Card,0.0,9.87,Pending,False
TXN_00001691,CUST_001102,PROD_00528,2023-10-12,2,418.58,804.68,0.11,Credit Card,0.0,59.61,Shipped,False
TXN_00001692,CUST_000252,PROD_00647,2023-07-25,9,355.96,3425.33,0.01,Credit Card,0.0,253.73,Shipped,False
TXN_00001693,CUST_001111,PROD_00207,2023-07-31,1,150.25,141.18,0.13,Credit Card,0.0,10.46,Completed,False
TXN_00001694,CUST_000600,PROD_00128,2023-11-11,9,188.01,1461.96,0.2,Bank Transfer,0.0,108.29,Completed,False
TXN_00001695,CUST_001381,PROD_00728,2024-07-26,8,173.48,1049.21,0.3,PayPal,0.0,77.72,Pending,False
TXN_00001696,CUST_000181,PROD_00937,2023-09-18,8,380.05,3119.45,0.05,Debit Card,0.0,231.07,Completed,False
TXN_00001697,CUST_000368,PROD_00420,2024-03-21,4,164.83,676.46,0.05,Credit Card,0.0,50.11,Completed,False
TXN_00001698,CUST_000443,PROD_00921,2025-01-10,7,399.65,2991.14,0.01,Credit Card,0.0,221.57,Completed,False
TXN_00001699,CUST_001050,PROD_00961,2024-02-08,5,385.89,1646.21,0.21,PayPal,0.0,121.94,Completed,False
TXN_00001700,CUST_000443,PROD_00760,2024-01-12,2,357.06,763.54,0.01,Credit Card,0.0,56.56,Shipped,False
TXN_00001701,CUST_000283,PROD_00967,2024-02-19,3,286.56,798.47,0.14,Credit Card,0.0,59.15,Pending,False
TXN_00001702,CUST_000943,PROD_00009,2023-08-22,9,233.73,2135.55,0.06,Debit Card,0.0,158.19,Completed,False
TXN_00001703,CUST_000882,PROD_00158,2024-11-16,6,94.82,596.0,0.03,Credit Card,0.0,44.15,Completed,True
TXN_00001704,CUST_001215,PROD_00994,2024-03-28,6,341.4,1681.32,0.24,Debit Card,0.0,124.54,Completed,False
TXN_00001705,CUST_001070,PROD_00211,2025-03-22,1,317.76,295.13,0.14,Bank Transfer,0.0,21.86,Completed,False
TXN_00001706,CUST_001109,PROD_00905,2024-04-20,6,280.35,1744.01,0.04,Bank Transfer,0.0,129.19,Shipped,False
TXN_00001707,CUST_000240,PROD_00909,2024-07-26,4,24.07,125.32,0.03,Credit Card,24.46,7.47,Completed,False
TXN_00001708,CUST_000763,PROD_00602,2023-10-03,8,455.42,3344.61,0.15,Debit Card,0.0,247.75,Completed,False
TXN_00001709,CUST_000371,PROD_00994,2025-03-07,2,438.19,851.84,0.1,Credit Card,0.0,63.1,Completed,False
TXN_00001710,CUST_001165,PROD_00796,2025-06-16,3,201.67,535.8,0.18,Debit Card,0.0,39.69,Completed,False
TXN_00001711,CUST_001016,PROD_00208,2025-03-31,3,148.76,342.21,0.29,Credit Card,0.0,25.35,Completed,False
TXN_00001712,CUST_001106,PROD_00437,2023-08-02,8,390.64,3273.88,0.03,PayPal,0.0,242.51,Completed,False
TXN_00001713,CUST_000615,PROD_00085,2025-06-13,6,479.46,2330.18,0.25,Credit Card,0.0,172.61,Completed,False
TXN_00001714,CUST_000400,PROD_00138,2023-12-16,7,481.68,2767.54,0.24,Debit Card,0.0,205.0,Shipped,False
TXN_00001715,CUST_000100,PROD_00199,2024-07-27,2,405.04,874.89,0.0,Credit Card,0.0,64.81,Completed,False
TXN_00001716,CUST_000878,PROD_00696,2023-11-19,7,70.38,484.19,0.09,Credit Card,0.0,35.87,Cancelled,True
TXN_00001717,CUST_000580,PROD_00189,2024-01-23,9,209.17,1707.84,0.16,Debit Card,0.0,126.51,Completed,False
TXN_00001718,CUST_000599,PROD_00080,2024-05-22,5,310.47,1559.18,0.07,Credit Card,0.0,115.49,Shipped,True
TXN_00001719,CUST_001378,PROD_00413,2023-12-08,4,180.51,608.25,0.22,Bank Transfer,0.0,45.06,Completed,False
TXN_00001720,CUST_000647,PROD_00816,2025-04-18,9,393.63,3673.04,0.04,Bank Transfer,0.0,272.08,Shipped,False
TXN_00001721,CUST_000758,PROD_00194,2024-10-21,9,133.2,1009.87,0.22,Debit Card,0.0,74.81,Completed,False
TXN_00001722,CUST_000447,PROD_00288,2024-12-17,6,45.44,209.06,0.29,Debit Card,0.0,15.49,Completed,False
TXN_00001723,CUST_001190,PROD_00210,2023-11-17,6,435.84,2796.0,0.01,Credit Card,0.0,207.11,Completed,False
TXN_00001724,CUST_000344,PROD_00892,2024-01-01,4,184.85,614.89,0.23,Debit Card,0.0,45.55,Completed,False
